age_group,gender,country,education,job_title,size_of_company,employer_uses_ml,current_salary,primary_tool_used,years_in_ml
25-29,Male,United States of America,Masters degree,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,5-10 years
45-49,Male,Italy,Professional Course,Data Scientist,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,10-20 years
22-24,Female,Other,Bachelors degree,Student,,,,advance,1-2 years
25-29,Female,Russia,Masters degree,Software Engineer,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","1,000-1,999",advance,3-5 years
40-44,Male,India,Professional Course,Data Engineer,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","50,000-59,999",basic,5-10 years
30-34,Male,China,Masters degree,Business Analyst,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"20,000-24,999",advance,1-2 years
25-29,Male,India,Bachelors degree,Data Scientist,50-249 employees,We are exploring ML methods (and may one day put a model into production),"40,000-49,999",advance,5-10 years
18-21,Male,Turkey,Bachelors degree,Student,,,,advance,1-2 years
35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Statistician,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","80,000-89,999",advance,10-20 years
22-24,Female,India,Bachelors degree,Software Engineer,"> 10,000 employees",I do not know,"4,000-4,999",intermediate,< 1 years
45-49,Male,Netherlands,Masters degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"50,000-59,999",advance,10-20 years
25-29,Male,Netherlands,Masters degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999",advance,5-10 years
25-29,Male,Italy,Masters degree,Data Scientist,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"30,000-39,999",advance,3-5 years
35-39,Male,Other,Doctoral degree,Data Engineer,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999",advance,5-10 years
25-29,Male,Italy,Masters degree,Student,,,,advance,3-5 years
25-29,Male,Germany,Doctoral degree,Research Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"30,000-39,999",advance,3-5 years
40-44,Female,Other,Masters degree,Student,,,,basic,< 1 years
40-44,Male,Japan,Masters degree,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","70,000-79,999",advance,10-20 years
25-29,Male,India,Bachelors degree,Software Engineer,250-999 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",$0-999,advance,3-5 years
25-29,Male,Other,Doctoral degree,Data Analyst,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999",advance,1-2 years
22-24,Female,India,Masters degree,Statistician,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","300,000-500,000",advance,< 1 years
25-29,Male,France,Masters degree,Student,,,,advance,1-2 years
30-34,Male,Ireland,Masters degree,Data Scientist,0-49 employees,We use ML methods for generating insights (but do not put working models into production),"60,000-69,999",advance,5-10 years
30-34,Male,Belgium,Doctoral degree,Research Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999",advance,1-2 years
18-21,Male,India,Bachelors degree,Student,,,,advance,1-2 years
60-69,Male,Spain,Doctoral degree,Business Analyst,0-49 employees,No (we do not use ML methods),"150,000-199,999",advance,1-2 years
25-29,Male,India,Masters degree,Business Analyst,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","7,500-9,999",advance,< 1 years
25-29,Male,Other,Masters degree,Software Engineer,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",advance,< 1 years
25-29,Male,Other,Doctoral degree,DBA/Database Engineer,"1000-9,999 employees",I do not know,"30,000-39,999",advance,5-10 years
22-24,Male,Viet Nam,Bachelors degree,Data Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",$0-999,intermediate,< 1 years
25-29,Female,Thailand,Masters degree,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999",intermediate,5-10 years
25-29,Male,India,Bachelors degree,Data Scientist,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"15,000-19,999",advance,< 1 years
25-29,Male,"Iran, Islamic Republic of...",Doctoral degree,Student,,,,basic,< 1 years
40-44,Male,Russia,Bachelors degree,Research Scientist,250-999 employees,No (we do not use ML methods),"10,000-14,999",advance,3-5 years
22-24,Female,Kenya,Bachelors degree,Data Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),$0-999,advance,1-2 years
25-29,Male,Poland,Doctoral degree,Software Engineer,"1000-9,999 employees",I do not know,"20,000-24,999",advance,5-10 years
45-49,Male,Other,Bachelors degree,Research Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"5,000-7,499",advance,1-2 years
25-29,Male,Morocco,Masters degree,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","1,000-1,999",advance,3-5 years
30-34,Male,Kenya,Masters degree,DBA/Database Engineer,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"30,000-39,999",basic,5-10 years
30-34,Female,Morocco,Doctoral degree,Student,,,,intermediate,1-2 years
30-34,Male,Turkey,Bachelors degree,Other,0-49 employees,No (we do not use ML methods),"10,000-14,999",intermediate,< 1 years
25-29,Female,India,Masters degree,Business Analyst,50-249 employees,We use ML methods for generating insights (but do not put working models into production),"4,000-4,999",advance,< 1 years
18-21,Female,India,Bachelors degree,Student,,,,basic,I have never written code
40-44,Male,Other,Doctoral degree,Other,0-49 employees,No (we do not use ML methods),"80,000-89,999",basic,10-20 years
30-34,Male,United States of America,Masters degree,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999",advance,5-10 years
22-24,Male,India,Bachelors degree,Data Scientist,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"5,000-7,499",advance,1-2 years
25-29,Male,Russia,Doctoral degree,Software Engineer,250-999 employees,I do not know,"20,000-24,999",advance,1-2 years
55-59,Male,United States of America,Bachelors degree,Data Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),"50,000-59,999",basic,20+ years
25-29,Female,Ireland,Masters degree,Student,,,,advance,5-10 years
25-29,Male,India,Bachelors degree,Other,"1000-9,999 employees",I do not know,"2,000-2,999",intermediate,I have never written code
22-24,Male,Spain,Bachelors degree,Research Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)",$0-999,advance,1-2 years
60-69,Female,Greece,Doctoral degree,Research Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999",intermediate,I have never written code
22-24,Male,Belarus,Professional Course,Student,,,,advance,< 1 years
30-34,Female,"Iran, Islamic Republic of...",Masters degree,Research Scientist,"1000-9,999 employees",No (we do not use ML methods),"7,500-9,999",basic,< 1 years
25-29,Male,Tunisia,Doctoral degree,Data Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","1,000-1,999",intermediate,1-2 years
25-29,Male,Japan,Masters degree,Student,,,,advance,< 1 years
35-39,Female,Brazil,Bachelors degree,Data Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",advance,10-20 years
30-34,Male,Chile,Masters degree,Data Engineer,50-249 employees,We are exploring ML methods (and may one day put a model into production),"2,000-2,999",basic,5-10 years
35-39,Male,Belgium,Masters degree,Data Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"60,000-69,999",advance,5-10 years
22-24,Female,India,Bachelors degree,Data Scientist,"1000-9,999 employees","We have well established ML methods (i.e., models in production for more than 2 years)","5,000-7,499",advance,< 1 years
18-21,Male,Spain,Masters degree,Student,,,,advance,1-2 years
25-29,Male,India,Bachelors degree,Software Engineer,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),$0-999,intermediate,3-5 years
40-44,Female,Netherlands,Doctoral degree,Research Scientist,"1000-9,999 employees",No (we do not use ML methods),"90,000-99,999",advance,10-20 years
18-21,Male,Pakistan,Bachelors degree,Student,,,,basic,I have never written code
22-24,Male,Russia,Masters degree,Software Engineer,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,1-2 years
30-34,Male,India,Doctoral degree,Data Scientist,0-49 employees,We are exploring ML methods (and may one day put a model into production),"10,000-14,999",advance,3-5 years
22-24,Male,Other,Doctoral degree,Research Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","200,000-249,999",advance,3-5 years
25-29,Male,India,Masters degree,Software Engineer,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","2,000-2,999",advance,3-5 years
25-29,Male,United Kingdom of Great Britain and Northern Ireland,Bachelors degree,Data Analyst,250-999 employees,We are exploring ML methods (and may one day put a model into production),"40,000-49,999",advance,3-5 years
25-29,Male,Russia,Bachelors degree,Data Scientist,"1000-9,999 employees",No (we do not use ML methods),"7,500-9,999",advance,< 1 years
25-29,Male,Mexico,Bachelors degree,Business Analyst,"1000-9,999 employees",No (we do not use ML methods),"10,000-14,999",basic,< 1 years
