age_group,gender,country,education,job_title,size_of_company,employer_uses_ml,current_salary,primary_tool_used,years_in_ml,viz_frameworks,ml_frameworks
30-34,Male,Other,Masters,Other,50-249 employees,No (we do not use ML methods),"25,000-29,999",advance,1-2 years," Ggplot / ggplot2 , Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , PyTorch , Caret "
35-39,Male,Japan,Masters,Other,"1000-9,999 employees",No (we do not use ML methods),"150,000-199,999",basic,I have never written code,,
35-39,Male,United States of America,Doctoral,Research Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,5-10 years," Ggplot / ggplot2 , Matplotlib , Plotly / Plotly Express , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost "
55-59,Male,Thailand,Doctoral,Research Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999",advance,3-5 years, Matplotlib ,"  TensorFlow , PyTorch "
40-44,Male,United States of America,Masters,Product/Project Manager,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,1-2 years, Ggplot / ggplot2 ,
40-44,Male,Brazil,Bachelors,Other,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"50,000-59,999",basic,< 1 years, Matplotlib ,
30-34,Male,South Korea,Bachelors,Data Engineer,250-999 employees,We are exploring ML methods (and may one day put a model into production),"30,000-39,999",advance,1-2 years,,  TensorFlow 
30-34,Male,United States of America,Bachelors,Other,50-249 employees,I do not know,"40,000-49,999",advance,< 1 years, Plotly / Plotly Express ," RandomForest, Caret "
25-29,Male,United States of America,Masters,Student,,,,advance,3-5 years," Matplotlib , Plotly / Plotly Express , Seaborn ","  Scikit-learn , Keras , RandomForest, Xgboost , PyTorch , LightGBM "
22-24,Male,Egypt,Bachelors,Software Engineer,0-49 employees,I do not know,$0-999,basic,< 1 years," Matplotlib , D3.js ","  Scikit-learn ,  TensorFlow "
30-34,Male,United States of America,Masters,Data Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,5-10 years," Plotly / Plotly Express , Seaborn ","  Scikit-learn , Keras , RandomForest, Xgboost "
40-44,Male,Australia,Bachelors,Data Analyst,"1000-9,999 employees",No (we do not use ML methods),"100,000-124,999",advance,10-20 years," Matplotlib , Seaborn ","  Scikit-learn , RandomForest, Xgboost , LightGBM "
40-44,Male,United States of America,Masters,DBA/Database Engineer,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"90,000-99,999",advance,5-10 years, Ggplot / ggplot2 ,"  Scikit-learn , Keras , RandomForest"
50-54,Male,United States of America,Masters,Data Scientist,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"80,000-89,999",basic,1-2 years, Shiny ,
22-24,Male,Other,Masters,Student,,,,intermediate,< 1 years," Matplotlib , Seaborn ","  TensorFlow , Keras "
45-49,Male,Japan,Masters,Other,0-49 employees,No (we do not use ML methods),"25,000-29,999",basic,20+ years,,
30-34,Male,Colombia,Doctoral,Research Scientist,50-249 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","2,000-2,999",advance,5-10 years, Plotly / Plotly Express ,"  Scikit-learn ,  TensorFlow , Keras , Xgboost , PyTorch "
30-34,Male,Taiwan,Masters,Data Scientist,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","25,000-29,999",advance,3-5 years," Ggplot / ggplot2 , Matplotlib , Shiny , Plotly / Plotly Express , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , Xgboost , LightGBM , Spark MLib "
22-24,Male,Canada,Bachelors,Student,,,,advance,< 1 years, Matplotlib ,"  Scikit-learn ,  TensorFlow , Keras "
40-44,Male,United States of America,Masters,Data Scientist,250-999 employees,We are exploring ML methods (and may one day put a model into production),"125,000-149,999",basic,5-10 years," Ggplot / ggplot2 , Matplotlib , Shiny , Bokeh , Seaborn , Geoplotlib ","  Scikit-learn ,  TensorFlow , RandomForest, Xgboost , PyTorch , LightGBM "
35-39,Male,United States of America,Masters,Software Engineer,"> 10,000 employees",I do not know,"100,000-124,999",basic,5-10 years, D3.js ,
25-29,Male,Australia,Masters,Other,"1000-9,999 employees",No (we do not use ML methods),"100,000-124,999",intermediate,< 1 years,,  Scikit-learn 
25-29,Male,India,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","7,500-9,999",advance,1-2 years," Ggplot / ggplot2 , Matplotlib , Plotly / Plotly Express , Seaborn ","  Scikit-learn , Keras "
50-54,Female,Japan,Bachelors,Data Analyst,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"5,000-7,499",advance,3-5 years,,
25-29,Male,Switzerland,Bachelors,Student,,,,basic,3-5 years,,
30-34,Male,United States of America,Bachelors,Data Engineer,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"90,000-99,999",advance,5-10 years," Ggplot / ggplot2 , Shiny , Plotly / Plotly Express "," RandomForest, Xgboost "
25-29,Male,United States of America,Masters,Data Scientist,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,1-2 years," Ggplot / ggplot2 , Matplotlib ","  Scikit-learn ,  TensorFlow , Keras "
18-21,Female,United States of America,Masters,Student,,,,advance,3-5 years, Ggplot / ggplot2 , Caret 
25-29,Male,United States of America,Masters,Data Analyst,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",basic,5-10 years,,
30-34,Male,Indonesia,Masters,Research Scientist,"1000-9,999 employees",No (we do not use ML methods),"15,000-19,999",intermediate,I have never written code,,
18-21,Male,Indonesia,Bachelors,Student,,,,advance,< 1 years, Matplotlib , PyTorch 
60-69,Male,United States of America,Doctoral,Other,0-49 employees,I do not know,$0-999,advance,20+ years,,"  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost , PyTorch , Caret , LightGBM "
35-39,Male,United States of America,Bachelors,Data Analyst,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999",advance,10-20 years," Ggplot / ggplot2 , Matplotlib , Shiny , Plotly / Plotly Express ","  Scikit-learn , RandomForest, Xgboost "
40-44,Male,Canada,Bachelors,Data Analyst,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"70,000-79,999",basic,< 1 years," Matplotlib , Seaborn ",  Scikit-learn 
35-39,Male,Israel,Bachelors,Data Scientist,"> 10,000 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","200,000-249,999",advance,10-20 years," Matplotlib , Seaborn ","  Scikit-learn , RandomForest, Xgboost "
35-39,Male,United States of America,Bachelors,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",advance,3-5 years, Matplotlib ,"  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost "
45-49,Male,Japan,Masters,Product/Project Manager,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"5,000-7,499",advance,3-5 years,,"  Scikit-learn ,  TensorFlow , Keras "
45-49,Male,South Korea,Coursework,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999",basic,1-2 years," Matplotlib , Seaborn ",  TensorFlow 
22-24,Male,Nigeria,Masters,Student,,,,advance,< 1 years," Matplotlib , Bokeh ","  Scikit-learn , RandomForest"
22-24,Male,Brazil,Bachelors,Data Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","10,000-14,999",advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn , Xgboost , PyTorch , LightGBM "
22-24,Male,Nigeria,Bachelors,Student,,,,advance,< 1 years," Matplotlib , Seaborn ","  Scikit-learn , PyTorch "
18-21,Male,India,Coursework,Student,,,,basic,1-2 years, Matplotlib ,"  Scikit-learn ,  TensorFlow , Keras "
50-54,Male,Canada,Doctoral,Product/Project Manager,250-999 employees,No (we do not use ML methods),"80,000-89,999",basic,5-10 years,,"  Scikit-learn , PyTorch "
18-21,Female,United States of America,Masters,Student,,,,basic,1-2 years,,
45-49,Male,Japan,Doctoral,Data Scientist,250-999 employees,"We have well established ML methods (i.e., models in production for more than 2 years)",$0-999,advance,10-20 years," Ggplot / ggplot2 , Shiny , D3.js , Bokeh , Seaborn ","  Scikit-learn ,  TensorFlow , Keras , RandomForest, Xgboost , PyTorch , LightGBM "
22-24,Male,India,Bachelors,Other,50-249 employees,We are exploring ML methods (and may one day put a model into production),"5,000-7,499",basic,I have never written code,,
40-44,Other,Australia,Bachelors,Product/Project Manager,"> 10,000 employees","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999",advance,10-20 years, D3.js ," Xgboost , PyTorch "
35-39,Male,Mexico,Masters,Other,0-49 employees,No (we do not use ML methods),"25,000-29,999",basic,I have never written code,,
22-24,Male,Denmark,Masters,Other,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999",intermediate,3-5 years," Matplotlib , D3.js ",  Scikit-learn 
30-34,Male,Brazil,Doctoral,Research Scientist,"> 10,000 employees",We are exploring ML methods (and may one day put a model into production),"1,000-1,999",advance,3-5 years," Matplotlib , Seaborn ","  Scikit-learn , Keras "
18-21,Male,India,Coursework,Student,,,,advance,1-2 years, Matplotlib ,  Scikit-learn 
22-24,Female,United States of America,Masters,Student,,,,advance,3-5 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow "
35-39,Male,Brazil,Doctoral,Research Scientist,"1000-9,999 employees",We use ML methods for generating insights (but do not put working models into production),"40,000-49,999",advance,3-5 years," Matplotlib , Plotly / Plotly Express , Bokeh , Seaborn , Leaflet / Folium ","  Scikit-learn , Keras , RandomForest, Xgboost "
25-29,Male,Canada,Masters,Data Scientist,"1000-9,999 employees","We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999",advance,5-10 years," Matplotlib , Plotly / Plotly Express , Bokeh , Seaborn ","  Scikit-learn ,  TensorFlow , Keras "
30-34,Male,Canada,Bachelors,Student,,,,advance,3-5 years," Matplotlib , Plotly / Plotly Express , Seaborn ","  Scikit-learn , RandomForest, Xgboost "
45-49,Male,United States of America,Doctoral,Data Scientist,0-49 employees,"We have well established ML methods (i.e., models in production for more than 2 years)","5,000-7,499",basic,3-5 years," Matplotlib , Seaborn ","  TensorFlow , Keras , RandomForest, PyTorch "
45-49,Female,Russia,Coursework,Other,0-49 employees,No (we do not use ML methods),$0-999,basic,I have never written code,,
35-39,Male,United States of America,Masters,Student,,,,advance,10-20 years," Ggplot / ggplot2 , Matplotlib , Plotly / Plotly Express ","  Scikit-learn ,  TensorFlow , Keras "
25-29,Male,Nigeria,Bachelors,Software Engineer,0-49 employees,I do not know,$0-999,basic,1-2 years, Matplotlib ,"  Scikit-learn ,  TensorFlow "
22-24,Female,Colombia,Coursework,Student,,,,basic,< 1 years,,"  Scikit-learn , Keras "
45-49,Male,Viet Nam,Masters,Research Scientist,0-49 employees,No (we do not use ML methods),"5,000-7,499",basic,< 1 years,,"  Scikit-learn , RandomForest, Xgboost "
35-39,Male,United States of America,Masters,Data Scientist,"> 10,000 employees",We use ML methods for generating insights (but do not put working models into production),"100,000-124,999",advance,5-10 years," Matplotlib , Plotly / Plotly Express , Seaborn ","  Scikit-learn , RandomForest, Xgboost "
25-29,Female,Saudi Arabia,Masters,Statistician,"1000-9,999 employees",No (we do not use ML methods),"40,000-49,999",basic,1-2 years," Bokeh , Seaborn ",  Scikit-learn 
35-39,Female,United States of America,Doctoral,Data Scientist,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999",advance,5-10 years," Matplotlib , Seaborn ","  Scikit-learn , PyTorch "
25-29,Male,China,Doctoral,Student,,,,basic,1-2 years," Matplotlib , Seaborn ","  Scikit-learn , Xgboost , LightGBM "
18-21,Female,India,Bachelors,Student,,,,advance,1-2 years, D3.js ,"  TensorFlow , PyTorch , LightGBM "
22-24,Female,Indonesia,Coursework,Statistician,"> 10,000 employees",No (we do not use ML methods),"5,000-7,499",advance,3-5 years, Ggplot / ggplot2 , Caret 
25-29,Male,Japan,Masters,Software Engineer,50-249 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","4,000-4,999",advance,1-2 years, Matplotlib ,"  Scikit-learn ,  TensorFlow , Xgboost "
22-24,Male,Brazil,Bachelors,Student,,,,intermediate,I have never written code,,
25-29,Male,Republic of Korea,Bachelors,Data Analyst,0-49 employees,We are exploring ML methods (and may one day put a model into production),"4,000-4,999",advance,1-2 years," Ggplot / ggplot2 , Shiny ",  TensorFlow 
30-34,Male,Japan,Masters,Other,"1000-9,999 employees",I do not know,"70,000-79,999",basic,< 1 years, Matplotlib ,"  TensorFlow , Keras , PyTorch "
45-49,Male,United States of America,Bachelors,Software Engineer,0-49 employees,"We recently started using ML methods (i.e., models in production for less than 2 years)","150,000-199,999",advance,20+ years, Matplotlib ," Keras , PyTorch "
18-21,Male,India,Masters,Student,,,,advance,1-2 years," Matplotlib , Seaborn ","  Scikit-learn ,  TensorFlow , RandomForest, Xgboost , LightGBM "
55-59,Male,United States of America,Masters,Other,"1000-9,999 employees",We are exploring ML methods (and may one day put a model into production),"125,000-149,999",basic,I have never written code,,
30-34,Female,Egypt,Masters,Other,0-49 employees,No (we do not use ML methods),$0-999,basic,3-5 years, Matplotlib ,"  Scikit-learn ,  TensorFlow , Keras "
30-34,Male,United States of America,Masters,Data Analyst,50-249 employees,We are exploring ML methods (and may one day put a model into production),"90,000-99,999",intermediate,3-5 years, Ggplot / ggplot2 ," RandomForest, Xgboost "
25-29,Male,United States of America,Doctoral,Research Scientist,0-49 employees,No (we do not use ML methods),"90,000-99,999",basic,< 1 years," Matplotlib , Seaborn ","  Scikit-learn , RandomForest, Xgboost "
